Long,Lat,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.2,8.3,8.4
-124.5,42.0,5.013859296743914e-06,4.170346562998578e-06,3.4687431848959227e-06,2.8851748922807282e-06,2.3997839267923246e-06,1.9960533787707258e-06,1.6602448889598814e-06,1.3809315380608744e-06,1.1486087858705757e-06,9.553712183882657e-07,7.94643158039215e-07,6.609553839908123e-07,5.497587405427333e-07,4.572694030818575e-07,3.803401259429112e-07,3.1635313938416793e-07,2.631310751270855e-07,2.1886290086090764e-07,1.820422299096708e-07,1.5141612901360666e-07,1.25942450727815e-07,1.0475436982735062e-07,8.713089213781374e-08,7.247231639856864e-08,6.027984714716615e-08,5.013859296743912e-08,4.1703465629985776e-08,3.468743184895923e-08,2.8851748922807276e-08,2.399783926792324e-08,1.996053378770726e-08,1.6602448889598817e-08,1.3809315380608747e-08,1.1486087858705753e-08,9.553712183882659e-09,7.946431580392153e-09,6.6095538399081204e-09,5.4975874054273345e-09,4.572694030818576e-09
-124.5,42.5,2.0031670346287866e-05,1.6661617746153895e-05,1.3858529798969998e-05,1.1527023085678905e-05,9.587760128472224e-06,7.97475156087032e-06,6.633109531242097e-06,5.517180040029798e-06,4.588990509752943e-06,3.81695612796772e-06,3.1748057825866598e-06,2.6406884460592925e-06,2.196428974058646e-06,1.8269100447620438e-06,1.519557595443405e-06,1.2639129445557197e-06,1.0512769983926192e-06,8.744141300708632e-07,7.273059968930107e-07,6.049467788921958e-07,5.031728126124614e-07,4.185209118213367e-07,3.481105348932816e-07,2.8954572871167106e-07,2.40833646978942e-07,2.0031670346287864e-07,1.666161774615389e-07,1.3858529798970002e-07,1.1527023085678902e-07,9.587760128472219e-08,7.974751560870319e-08,6.633109531242098e-08,5.517180040029797e-08,4.588990509752943e-08,3.81695612796772e-08,3.17480578258666e-08,2.640688446059292e-08,2.196428974058646e-08,1.8269100447620436e-08
-124.5,43.0,4.120038634333094e-06,3.4268988879887416e-06,2.85037026734699e-06,2.3708348013667498e-06,1.9719744881243543e-06,1.6402169350202806e-06,1.3642730040152624e-06,1.1347528625716401e-06,9.438463216344496e-07,7.850571776935424e-07,6.529821143333827e-07,5.431268702341395e-07,4.5175324862970286e-07,3.757519899648317e-07,3.125368930326015e-07,2.59956868226684e-07,2.1622269557294282e-07,1.798462098575705e-07,1.4958956394504473e-07,1.2442317696725665e-07,1.0349069139509021e-07,8.60798075702289e-08,7.159806533426191e-08,5.95526772622213e-08,4.953375913045182e-08,4.120038634333096e-08,3.426898887988742e-08,2.8503702673469913e-08,2.370834801366749e-08,1.971974488124354e-08,1.640216935020281e-08,1.3642730040152624e-08,1.1347528625716402e-08,9.438463216344495e-09,7.85057177693543e-09,6.529821143333829e-09,5.4312687023413955e-09,4.517532486297027e-09,3.757519899648318e-09
-124.5,47.5,7.154588859285112e-06,5.950927813150952e-06,4.949766171651943e-06,4.117036173616507e-06,3.4244015164098286e-06,2.848293124529469e-06,2.369107026893254e-06,1.9705373890033886e-06,1.639021618973503e-06,1.3632787991959539e-06,1.133925922762229e-06,9.431584985338688e-07,7.844850712644799e-07,6.525062641136089e-07,5.427310579352689e-07,4.5142403889106065e-07,3.7547815981988593e-07,3.1230913069098046e-07,2.5976741992206065e-07,2.1606512889176284e-07,1.7971514664921623e-07,1.4948054751883345e-07,1.2433250441937632e-07,1.0341527190260345e-07,8.601707781262478e-08,7.15458885928511e-08,5.950927813150952e-08,4.949766171651942e-08,4.117036173616508e-08,3.4244015164098274e-08,2.8482931245294682e-08,2.3691070268932543e-08,1.9705373890033878e-08,1.639021618973503e-08,1.3632787991959532e-08,1.1339259227622287e-08,9.431584985338687e-09,7.844850712644801e-09,6.5250626411360895e-09
-124.5,48.0,2.7180959252924032e-05,2.2608137315750585e-05,1.880462964327925e-05,1.564100959786945e-05,1.3009625174318783e-05,1.0820934786981526e-05,9.00046157017522e-06,7.486257849851013e-06,6.2267980644570005e-06,5.179225053073976e-06,4.307891737490801e-06,3.583148296935053e-06,2.980332932031255e-06,2.478932943044655e-06,2.0618866238219514e-06,1.7150025995844787e-06,1.4264770271792815e-06,1.1864919105134234e-06,9.86880986749194e-07,8.208518497481402e-07,6.827548298166742e-07,5.678907320551748e-07,4.723509363503216e-07,3.9288439850734666e-07,3.2678700754348516e-07,2.718095925292403e-07,2.2608137315750583e-07,1.8804629643279241e-07,1.5641009597869451e-07,1.3009625174318786e-07,1.0820934786981525e-07,9.000461570175218e-08,7.486257849851012e-08,6.226798064456999e-08,5.179225053073975e-08,4.307891737490802e-08,3.5831482969350527e-08,2.980332932031256e-08,2.478932943044654e-08
-124.0,39.5,2.760004650203397e-05,2.295671863505975e-05,1.9094566959818883e-05,1.5882169180510792e-05,1.321021284635578e-05,1.0987776125626451e-05,9.139234015045452e-06,7.6016838905313906e-06,6.322805375694905e-06,5.259080410655527e-06,4.374312535666615e-06,3.6383947166712042e-06,3.026284907397068e-06,2.5171541811625993e-06,2.0936776073617955e-06,1.7414451699922737e-06,1.448470990081324e-06,1.2047857169192723e-06,1.0020971013926873e-06,8.335080678239901e-07,6.932818232988673e-07,5.766467040259847e-07,4.796338366507325e-07,3.9894205015142347e-07,3.318255423057012e-07,2.760004650203398e-07,2.295671863505974e-07,1.9094566959818881e-07,1.5882169180510792e-07,1.3210212846355783e-07,1.0987776125626445e-07,9.139234015045454e-08,7.601683890531392e-08,6.322805375694906e-08,5.2590804106555264e-08,4.3743125356666145e-08,3.638394716671204e-08,3.026284907397067e-08,2.5171541811625995e-08
-124.0,40.0,0.0008500868414253615,0.0007070714385783106,0.0005881164036974932,0.0004891739198338085,0.00040687714451018663,0.00033842566601960204,0.0002814902102230276,0.00023413335864114996,0.00019474364618885382,0.00016198070863880225,0.00013472968459945676,0.00011206327110073686,9.321016885885883e-05,7.752884144184917e-05,6.448568149154605e-05,5.363685388234516e-05,4.4613191790964784e-05,3.7107636722708435e-05,3.086478765713397e-05,2.5672212318916728e-05,2.1353216165685023e-05,1.7760831523838157e-05,1.4772816138466083e-05,1.2287493323342722e-05,1.0220291782421845e-05,8.500868414253617e-06,7.070714385783102e-06,5.881164036974933e-06,4.8917391983380875e-06,4.068771445101868e-06,3.384256660196021e-06,2.814902102230276e-06,2.3413335864114983e-06,1.9474364618885386e-06,1.619807086388022e-06,1.3472968459945678e-06,1.1206327110073689e-06,9.321016885885885e-07,7.752884144184918e-07
-124.0,40.5,0.0009043915343015961,0.0007522401143881925,0.0006256860731924515,0.000520423009256557,0.0004328690030452034,0.0003600447557240137,0.0002994721818259932,0.0002490901134734881,0.00020718413068481235,0.00017232825187923895,0.0001433363979410155,0.00011922202329703487,9.916455971431049e-05,8.248148819964167e-05,6.860511368356782e-05,5.706324789635193e-05,4.746314235631088e-05,3.947812230411439e-05,3.283647190763637e-05,2.7312187686018523e-05,2.271728810298778e-05,1.8895417336555604e-05,1.571652348435578e-05,1.3072434962424637e-05,1.0873177766671692e-05,9.043915343015963e-06,7.522401143881925e-06,6.256860731924516e-06,5.204230092565568e-06,4.328690030452034e-06,3.600447557240135e-06,2.994721818259931e-06,2.490901134734881e-06,2.0718413068481243e-06,1.723282518792389e-06,1.4333639794101545e-06,1.1922202329703484e-06,9.916455971431055e-07,8.248148819964163e-07
-124.0,41.0,0.0002889340573748781,0.000240324882388358,0.00019989353151987434,0.00016626419757244783,0.00013829253488495126,0.00011502671993393675,9.56750581589647e-05,7.957904750747695e-05,6.619096878143469e-05,5.505524981495825e-05,4.5792962244787056e-05,3.8088926858139363e-05,3.1680989490640494e-05,2.6351099261303935e-05,2.1917889707182162e-05,1.8230506708210987e-05,1.5163474872175266e-05,1.2612429134941335e-05,1.0490561686624046e-05,8.725669011519767e-06,7.257695373853279e-06,6.036688096698682e-06,5.0210984699866455e-06,4.176367791750081e-06,3.4737514160904793e-06,2.8893405737487802e-06,2.40324882388358e-06,1.9989353151987435e-06,1.6626419757244784e-06,1.3829253488495126e-06,1.1502671993393675e-06,9.567505815896468e-07,7.957904750747696e-07,6.619096878143467e-07,5.505524981495822e-07,4.579296224478707e-07,3.808892685813937e-07,3.1680989490640496e-07,2.6351099261303936e-07
