Long,Lat,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1
5.6,46.65,2.6193530534287098e-06,2.080626104784395e-06,1.65270005742811e-06,1.3127862961745561e-06,1.0427832647078462e-06,8.283121444526328e-07,6.579517718764087e-07,5.226296466687707e-07,4.151394862962955e-07,3.2975701691466285e-07,2.6193530534287093e-07,2.0806261047843948e-07,1.6527000574281098e-07,1.3127862961745562e-07,1.0427832647078462e-07,8.283121444526327e-08,6.579517718764089e-08,5.226296466687707e-08,4.1513948629629554e-08,3.297570169146629e-08,2.6193530534287097e-08,2.080626104784395e-08,1.65270005742811e-08,1.3127862961745563e-08,1.0427832647078462e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.65,46.65,3.6428532191672015e-06,2.8936211642457347e-06,2.29848499057118e-06,1.8257515435534664e-06,1.4502459761444634e-06,1.1519713258508107e-06,9.150433577115287e-07,7.268447654053839e-07,5.773533276283632e-07,4.586080476193827e-07,3.6428532191672016e-07,2.8936211642457346e-07,2.2984849905711802e-07,1.8257515435534666e-07,1.4502459761444634e-07,1.1519713258508107e-07,9.150433577115287e-08,7.268447654053839e-08,5.7735332762836324e-08,4.586080476193827e-08,3.642853219167201e-08,2.8936211642457348e-08,2.29848499057118e-08,1.8257515435534665e-08,1.4502459761444634e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7,46.65,4.957839387754526e-06,3.938151815873581e-06,3.128185156825934e-06,2.4848058036924226e-06,1.9737513935282506e-06,1.5678065026572232e-06,1.2453529600707046e-06,9.892189887982574e-07,7.857645608487386e-07,6.241550108060556e-07,4.957839387754526e-07,3.938151815873581e-07,3.128185156825934e-07,2.4848058036924225e-07,1.973751393528251e-07,1.5678065026572232e-07,1.2453529600707046e-07,9.892189887982571e-08,7.857645608487387e-08,6.241550108060556e-08,4.957839387754526e-08,3.9381518158735814e-08,3.128185156825934e-08,2.4848058036924228e-08,1.973751393528251e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.75,46.65,6.576173338187293e-06,5.2236402510228545e-06,4.149284965367479e-06,3.2958941804490576e-06,2.618021829713758e-06,2.0795686632806367e-06,1.6518600748495228e-06,1.3121190818632104e-06,1.0422532679278856e-06,8.278911738859741e-07,6.576173338187293e-07,5.223640251022854e-07,4.149284965367479e-07,3.2958941804490575e-07,2.6180218297137585e-07,2.079568663280637e-07,1.6518600748495228e-07,1.3121190818632105e-07,1.0422532679278855e-07,8.278911738859741e-08,6.576173338187292e-08,5.2236402510228535e-08,4.1492849653674795e-08,3.295894180449058e-08,2.618021829713758e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8,46.65,8.70459648740321e-06,6.914307129292155e-06,5.492229146624376e-06,4.362632706109692e-06,3.465362342320562e-06,2.752635136159574e-06,2.1864957807133437e-06,1.7367953527711726e-06,1.3795855946971853e-06,1.0958437766008277e-06,8.704596487403213e-07,6.914307129292158e-07,5.492229146624377e-07,4.362632706109692e-07,3.465362342320562e-07,2.752635136159574e-07,2.1864957807133438e-07,1.7367953527711724e-07,1.379585594697185e-07,1.0958437766008275e-07,8.704596487403212e-08,6.914307129292156e-08,5.492229146624376e-08,4.362632706109692e-08,3.4653623423205615e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.85,46.65,1.1543926929984965e-05,9.169667178065102e-06,7.2837255679505306e-06,5.785668778141291e-06,4.595720067123774e-06,3.6505102185591214e-06,2.899703307584323e-06,2.303316210938745e-06,1.829589123821356e-06,1.4532943182063155e-06,1.1543926929984967e-06,9.169667178065103e-07,7.28372556795053e-07,5.785668778141291e-07,4.5957200671237737e-07,3.6505102185591213e-07,2.8997033075843227e-07,2.3033162109387455e-07,1.8295891238213565e-07,1.4532943182063153e-07,1.1543926929984965e-07,9.169667178065102e-08,7.283725567950532e-08,5.785668778141292e-08,4.595720067123774e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9,46.65,1.5341959229865044e-05,1.2186551883446576e-05,9.680121736330611e-06,7.689194470672032e-06,6.1077440229142075e-06,4.851553607970671e-06,3.853725999582299e-06,3.0611233526193448e-06,2.4315367353957705e-06,1.9314382429905206e-06,1.5341959229865042e-06,1.2186551883446576e-06,9.68012173633061e-07,7.689194470672032e-07,6.107744022914207e-07,4.851553607970672e-07,3.853725999582299e-07,3.0611233526193444e-07,2.4315367353957707e-07,1.931438242990521e-07,1.5341959229865043e-07,1.2186551883446574e-07,9.68012173633061e-08,7.689194470672032e-08,6.107744022914207e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.95,46.65,2.055015152883056e-05,1.6323565494478307e-05,1.2966269139490865e-05,1.0299473718087183e-05,8.181162646292285e-06,6.49852851317234e-06,5.161964650374133e-06,4.100294270853248e-06,3.2569795378188425e-06,2.587110791312525e-06,2.055015152883056e-06,1.6323565494478306e-06,1.296626913949086e-06,1.0299473718087183e-06,8.181162646292285e-07,6.49852851317234e-07,5.161964650374134e-07,4.100294270853248e-07,3.2569795378188425e-07,2.587110791312526e-07,2.0550151528830555e-07,1.6323565494478307e-07,1.2966269139490863e-07,1.0299473718087184e-07,8.181162646292283e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,46.65,2.779821478265536e-05,2.2080906864657924e-05,1.753948790547321e-05,1.3932110225530671e-05,1.1066668687389715e-05,8.790567544026304e-06,6.982595997712148e-06,5.546473041025268e-06,4.4057201386173405e-06,3.499587908176493e-06,2.7798214782655358e-06,2.2080906864657923e-06,1.7539487905473211e-06,1.393211022553067e-06,1.1066668687389715e-06,8.790567544026302e-07,6.982595997712146e-07,5.546473041025268e-07,4.40572013861734e-07,3.4995879081764937e-07,2.7798214782655355e-07,2.2080906864657922e-07,1.7539487905473212e-07,1.3932110225530672e-07,1.1066668687389715e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.05,46.65,3.78253740185936e-05,3.004576257206143e-05,2.3866197753697503e-05,1.8957594888750892e-05,1.505855279942866e-05,1.1961433822278629e-05,9.501304502480772e-06,7.54715414663971e-06,5.99491761993452e-06,4.761932458182479e-06,3.7825374018593596e-06,3.0045762572061426e-06,2.3866197753697498e-06,1.895759488875089e-06,1.505855279942866e-06,1.1961433822278628e-06,9.501304502480773e-07,7.547154146639709e-07,5.994917619934519e-07,4.7619324581824785e-07,3.78253740185936e-07,3.004576257206143e-07,2.38661977536975e-07,1.8957594888750892e-07,1.5058552799428658e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1,46.65,5.159576400606427e-05,4.098397262221906e-05,3.2554726376796264e-05,2.5859138176217925e-05,2.0540643635868662e-05,1.6316013188739225e-05,1.2960270027002797e-05,1.0294708495079004e-05,8.177377294150527e-06,6.495521834911108e-06,5.159576400606428e-06,4.0983972622219066e-06,3.255472637679626e-06,2.585913817621792e-06,2.0540643635868667e-06,1.6316013188739225e-06,1.2960270027002797e-06,1.0294708495079005e-06,8.177377294150527e-07,6.495521834911108e-07,5.159576400606428e-07,4.0983972622219065e-07,3.255472637679626e-07,2.585913817621792e-07,2.0540643635868664e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.15,46.65,7.020241793628053e-05,5.5763764920431426e-05,4.4294733123320806e-05,3.518455734192949e-05,2.7948086951601857e-05,2.2199954943163172e-05,1.763405108234657e-05,1.400722436043392e-05,1.112633397998347e-05,8.837961007483166e-06,7.020241793628054e-06,5.5763764920431414e-06,4.42947331233208e-06,3.518455734192949e-06,2.794808695160186e-06,2.219995494316317e-06,1.7634051082346572e-06,1.4007224360433919e-06,1.112633397998347e-06,8.837961007483166e-07,7.020241793628055e-07,5.576376492043143e-07,4.4294733123320806e-07,3.518455734192949e-07,2.794808695160186e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2,46.65,9.465766230154608e-05,7.518925437966395e-05,5.9724945422820075e-05,4.7441212427677745e-05,3.768389455341577e-05,2.9933381888658167e-05,2.3776930390113717e-05,1.8886686898505627e-05,1.5002228919904533e-05,1.191669390373017e-05,9.46576623015461e-06,7.518925437966397e-06,5.972494542282008e-06,4.744121242767773e-06,3.7683894553415772e-06,2.993338188865817e-06,2.3776930390113714e-06,1.888668689850563e-06,1.500222891990453e-06,1.191669390373017e-06,9.465766230154609e-07,7.518925437966397e-07,5.972494542282007e-07,4.7441212427677744e-07,3.7683894553415773e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.25,46.65,0.00012600217040962318,0.00010008707869877552,7.950199189507505e-05,6.315067724108155e-05,5.0162367238861234e-05,3.984538463498948e-05,3.165031387610863e-05,2.5140737927256338e-05,1.9969997942739473e-05,1.5862733591053234e-05,1.2600217040962315e-05,1.0008707869877552e-05,7.950199189507506e-06,6.315067724108155e-06,5.016236723886123e-06,3.984538463498948e-06,3.165031387610862e-06,2.514073792725634e-06,1.996999794273947e-06,1.5862733591053237e-06,1.2600217040962314e-06,1.0008707869877551e-06,7.950199189507504e-07,6.315067724108155e-07,5.016236723886124e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3,46.65,0.0001648378595441629,0.0001309353661934625,0.00010400566004228571,8.261463390221373e-05,6.562313299214817e-05,5.2126308587847883e-05,4.1405398404476985e-05,3.2889477209731166e-05,2.6125040468881208e-05,2.0751857145456634e-05,1.6483785954416286e-05,1.3093536619346252e-05,1.0400566004228572e-05,8.261463390221371e-06,6.562313299214817e-06,5.212630858784788e-06,4.140539840447698e-06,3.288947720973116e-06,2.612504046888121e-06,2.0751857145456634e-06,1.6483785954416287e-06,1.309353661934625e-06,1.040056600422857e-06,8.261463390221374e-07,6.562313299214816e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.35,46.65,0.0002115367660786461,0.00016802962122737834,0.00013347067374631843,0.0001060195231708352,8.421430425047323e-05,6.689379582084307e-05,5.313563255640037e-05,4.2207133376694825e-05,3.352631730472214e-05,2.6630900732551335e-05,2.1153676607864607e-05,1.680296212273784e-05,1.3347067374631842e-05,1.060195231708352e-05,8.421430425047326e-06,6.689379582084308e-06,5.313563255640036e-06,4.220713337669482e-06,3.352631730472214e-06,2.663090073255134e-06,2.115367660786461e-06,1.6802962122737833e-06,1.3347067374631844e-06,1.060195231708352e-06,8.421430425047324e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4,46.65,0.0002657042352999679,0.00021105637414848286,0.00016764804135084967,0.00013316757256431853,0.00010577876337939191,8.40230543485981e-05,6.674188912898313e-05,5.3014964812483566e-05,4.211128348871401e-05,3.345018175385214e-05,2.657042352999679e-05,2.1105637414848285e-05,1.6764804135084967e-05,1.3316757256431854e-05,1.0577876337939194e-05,8.402305434859808e-06,6.674188912898314e-06,5.301496481248357e-06,4.2111283488714005e-06,3.3450181753852138e-06,2.657042352999679e-06,2.1105637414848288e-06,1.6764804135084967e-06,1.3316757256431852e-06,1.0577876337939193e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.45,46.65,0.00032644615136380743,0.0002593053936615428,0.0002059735981984022,0.0001636106410203875,0.00012996055195925224,0.0001032313365272675,8.199956462680003e-05,6.513456854724804e-05,5.173822809012e-05,4.1097135540511455e-05,3.2644615136380745e-05,2.5930539366154283e-05,2.0597359819840223e-05,1.636106410203875e-05,1.2996055195925224e-05,1.032313365272675e-05,8.199956462680003e-06,6.5134568547248035e-06,5.1738228090119995e-06,4.109713554051145e-06,3.264461513638074e-06,2.593053936615428e-06,2.059735981984022e-06,1.636106410203875e-06,1.2996055195925222e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,46.65,0.0003949285131210925,0.0003173800786739266,0.000255059104566607,0.00020497551870800554,0.00016472638216994114,0.0001323805955987418,0.00010638625364150203,8.549617238622938e-05,6.870808222240782e-05,5.52165174278097e-05,4.437416379414863e-05,3.566082206312536e-05,2.8658438134124666e-05,2.3031047463780512e-05,1.8508654973545384e-05,1.4874282474409415e-05,1.1953558058258386e-05,9.606348914666681e-06,7.720039927164882e-06,6.204127468683581e-06,4.985880549974908e-06,4.006849606781135e-06,3.2200617901111976e-06,2.5877682128502215e-06,2.0796322866342896e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.55,46.65,0.0004638593423664421,0.0003728533994239253,0.0002997021814861902,0.00024090271845844224,0.00019363929710063612,0.00015564862937185247,0.00012511146126352958,0.00010056547052910842,8.083523351489992e-05,6.497592561411984e-05,5.2228105953692064e-05,4.198131854484416e-05,3.3744878955556126e-05,2.7124370466797904e-05,2.1802759450422247e-05,1.752521122849454e-05,1.4086887683823615e-05,1.1323139648776006e-05,9.101619271227042e-06,7.315945573762966e-06,5.880608234923381e-06,4.72687420981559e-06,3.7994946874117945e-06,3.0540605075123276e-06,2.454875289009189e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,46.65,0.0005329323982952741,0.0004284584715571081,0.0003444651991104344,0.0002769376268489991,0.00022264788446238338,0.0001790008928683809,0.00014391027493331832,0.00011569868284134239,9.301758044069137e-05,7.478278898803592e-05,6.012266853833524e-05,4.833646364024055e-05,3.886077762712932e-05,3.1242667416628254e-05,2.5117980114795435e-05,2.0193952741098096e-05,1.6235211529600408e-05,1.3052525670303383e-05,1.0493761160298111e-05,8.436606256697486e-06,6.78272786152365e-06,5.45306926920191e-06,4.384071520985176e-06,3.524635745917893e-06,2.833680368286628e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.65,46.65,0.0005994838090742454,0.0004820840858398314,0.0003876752846242934,0.00031175500859418676,0.0002507025547753878,0.00020160629416121105,0.000162124786441997,0.00013037512458045957,0.00010484314991485287,8.431122303453547e-05,6.780015559973346e-05,5.452253323431373e-05,4.3845128486509976e-05,3.5258730183559484e-05,2.8353847263527123e-05,2.280117961064165e-05,1.8335916974877113e-05,1.4745108074448749e-05,1.1857504005784507e-05,9.535393444306753e-06,7.668031990063905e-06,6.166365346486743e-06,4.958777001318896e-06,3.987676305576946e-06,3.2067508586648355e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,46.65,0.0006609558387313347,0.0005316099880766075,0.0004275765046871274,0.00034390187128997807,0.0002766019543083382,0.00022247230299834804,0.00017893555429558596,0.00014391874419877188,0.00011575454913126143,9.310194666943875e-05,7.488234885347645e-05,6.022824057329537e-05,4.844186712079361e-05,3.89620301586577e-05,3.133735107429258e-05,2.5204784447430917e-05,2.027233113388464e-05,1.6305134900967784e-05,1.3114299673489752e-05,1.0547895019533267e-05,8.483723741987849e-06,6.82350022299032e-06,5.4881745228823194e-06,4.41416554531329e-06,3.5503348921322244e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,46.65,0.0007153800982178138,0.0005755235567744029,0.0004630089319676714,0.0003724908709434064,0.0002996690581711962,0.0002410838788359509,0.0001939520782910136,0.00015603452400380144,0.00012552983822892454,0.0001009888032314716,8.124553292578725e-05,6.536206358165646e-05,5.25838073872234e-05,4.2303694279392764e-05,3.403333905069729e-05,2.7379834849753276e-05,2.2027088154683868e-05,1.772080140635162e-05,1.4256391693181691e-05,1.1469272758692548e-05,9.22703502661045e-06,7.42315329867335e-06,5.9719295289174814e-06,4.804419860741034e-06,3.865157727440319e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,46.65,0.0007612671363366067,0.0006125592985020071,0.000492900423931664,0.00039661600981145566,0.0003191400359542846,0.00025679841393209956,0.00020663476473014236,0.00016627020996833896,0.00013379056508386713,0.00010765557515695764,8.662586675448056e-05,6.970414974294554e-05,5.608796507838608e-05,4.5131600412884414e-05,3.63154790711448e-05,2.9221522025491844e-05,2.3513316045475902e-05,1.8920165127356713e-05,1.5224252464599113e-05,1.2250308774921685e-05,9.857302093227335e-06,7.931751977956846e-06,6.382343485581458e-06,5.135600367103472e-06,4.132399196737761e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.85,46.65,0.0007981967540729176,0.0006424080880378718,0.0005170256399548996,0.00041611478126666674,0.00033489927357839154,0.0002695350615215464,0.00021692835862952958,0.00017458920679400556,0.0001405136306203042,0.00011308877809333167,9.101659629324507e-05,7.325236245200261e-05,5.895527911354918e-05,4.744863950461439e-05,3.8187816441404655e-05,3.0734481220840913e-05,2.47358559974524e-05,1.9908017401054308e-05,1.6022455509787225e-05,1.2895260847503368e-05,1.0378418904742555e-05,8.352803260810336e-06,6.7225391006657e-06,5.410462394804828e-06,4.354471408549874e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,46.65,0.000826380178586868,0.0006652710689527657,0.000535571438028647,0.0004311577220108918,0.00034710025051417514,0.0002794304218941858,0.00022495334078014056,0.0001810969796855034,0.00014579074861472766,0.00011736773944217211,9.448600388198503e-05,7.606524469021102e-05,6.123574486645327e-05,4.929737332287085e-05,3.9686476406720584e-05,3.194929675166267e-05,2.572053897349603e-05,2.070612429901022e-05,1.6669308567459852e-05,1.341950007005932e-05,1.0803266816265035e-05,8.697088100770197e-06,7.001524538925233e-06,5.636524360652336e-06,4.537641144511157e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.95,46.65,0.0008466602412639246,0.0006817676786926519,0.0005489889563974202,0.00044206977407887707,0.0003559738032091134,0.0002866455832090513,0.00023081948520708336,0.00018586588240256932,0.00014966729225171532,0.00012051860887663137,9.704682606145965e-05,7.814632185608476e-05,6.292681443544508e-05,5.067140807671256e-05,4.080282114723195e-05,3.285620551937888e-05,2.645724518066714e-05,2.1304523899666062e-05,1.7155328671715306e-05,1.3814216507313243e-05,1.1123808037883232e-05,8.957373495868477e-06,7.212866838324237e-06,5.80811387469698e-06,4.676945842386847e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,46.65,0.0008602904171312733,0.0006929481180438017,0.0005581569866985323,0.00044958519963889104,0.0003621326209978725,0.00029169117629433407,0.0002349518873119781,0.00018924942813894994,0.00015243693791050592,0.00012278515524041968,9.890118567980264e-05,7.966309192413723e-05,6.416715527591136e-05,5.1685465812697256e-05,4.1631693378987224e-05,3.353356455072449e-05,2.701067042970836e-05,2.1756599282943836e-05,1.7524541165376315e-05,1.4115695649895857e-05,1.1369933675785208e-05,9.158273137548098e-06,7.376820422277844e-06,5.941893608379689e-06,4.786086126664428e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.05,46.65,0.0008688438410880895,0.0006999790921238486,0.0005639342068057197,0.00045433039790870986,0.00036602871457207405,0.00029488896201709775,0.00023757562064338533,0.00019140145246616353,0.00015420149482697225,0.00012423156571355124,0.0001000864555222705,8.063408400911686e-05,6.496239378144e-05,5.233658555217407e-05,4.21646736906532e-05,3.3969730534580514e-05,2.7367520882014615e-05,2.2048488629366755e-05,1.776323972634164e-05,1.4310853758709473e-05,1.1529457958541897e-05,9.288642849395486e-06,7.483342653032733e-06,6.028912195032602e-06,4.857159169658299e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,46.65,0.0008737209984665943,0.0007040481379507358,0.0005673250110646299,0.0004571529364152385,0.000368375805015379,0.00029683881008104863,0.00023919399222180899,0.00019274354912737367,0.00015531358000769665,0.00012515235351228578,0.00010084830363716021,8.126399675537805e-05,6.548287673342442e-05,5.2766385046154794e-05,4.251938041578228e-05,3.426230003364602e-05,2.760870858799131e-05,2.2247216055800403e-05,1.7926902494592914e-05,1.4445575023066013e-05,1.164030681474574e-05,9.379809417565919e-06,7.558290607534651e-06,6.090503399777502e-06,4.907753683095807e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.15,46.65,0.0008759599232736754,0.0007059755338554639,0.0005689774258852692,0.00045856450241921957,0.0003695777581831378,0.0002978593417306681,0.00024005824307400488,0.00019347373394079537,0.00015592918343440028,0.00012567034375825028,0.00010128338173288894,8.162883395647258e-05,6.578835192115761e-05,5.302179067246826e-05,4.2732646253326694e-05,3.444016173018821e-05,2.775687562731986e-05,2.2370514791571138e-05,1.8029404346638454e-05,1.4530707462163813e-05,1.1710951290354603e-05,9.43838207402092e-06,7.6068170652277326e-06,6.13067573129508e-06,4.940987389356364e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
