Lat,Long,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.2,8.3,8.4,8.5,8.6
5.0,45.0,5.2682198899999995e-09,4.18469578e-09,3.3240220099999995e-09,2.64036453e-09,2.09731611e-09,1.6659573900000003e-09,1.323316999e-09,1.051148049e-09,8.34956577e-10,6.63229582e-10,5.26821989e-10,4.18469578e-10,3.3240220099999993e-10,2.6403645300000004e-10,2.09731611e-10,1.66595739e-10,1.323316999e-10,1.0511480489999999e-10,8.34956577e-11,6.632295819999999e-11,5.26821989e-11,7.092293899999999e-12,5.6336093e-12,4.4749349e-12,3.5545672e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,45.2,2.802193099e-08,2.2258610900000004e-08,1.7680643120000005e-08,1.4044234050000001e-08,1.1155731540000002e-08,8.861312629999999e-09,7.038790850000001e-09,5.591110269999999e-09,4.441176754999999e-09,3.527752101e-09,2.8021930990000002e-09,2.2258610899999997e-09,1.768064312e-09,1.4044234050000002e-09,1.115573154e-09,8.861312629999999e-10,7.03879085e-10,5.591110269999998e-10,4.441176755e-10,3.5277521010000004e-10,2.802193099e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,45.4,5.112818446e-08,4.0612560410000005e-08,3.225970362999999e-08,2.5624793320000004e-08,2.035449691e-08,1.616815165e-08,1.284281941e-08,1.0201414059999997e-08,8.103271129999998e-09,6.43665711e-09,5.112818446000001e-09,4.061256040999999e-09,3.2259703630000006e-09,2.5624793319999996e-09,2.035449691e-09,1.616815165e-09,1.284281941e-09,1.020141406e-09,8.103271129999999e-10,6.43665711e-10,5.112818445999999e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,45.6,1.1310720929e-07,8.984424991e-08,7.136582429999999e-08,5.668788868e-08,4.5028790840000005e-08,3.576763983e-08,2.8411246399999998e-08,2.2567855199999998e-08,1.7926284540000004e-08,1.4239354006999999e-08,1.1310720929e-08,8.984424991e-09,7.136582429999999e-09,5.668788868e-09,4.5028790839999995e-09,3.5767639829999995e-09,2.8411246399999998e-09,2.25678552e-09,1.792628454e-09,1.4239354006999999e-09,1.1310720928999998e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,45.8,2.701120336e-07,2.1455761449999996e-07,1.704291713e-07,1.3537670290000002e-07,1.0753353819999998e-07,8.541692519999999e-08,6.78490758e-08,5.389443639000001e-08,4.280987232000001e-08,3.400509043e-08,2.7011203360000005e-08,2.145576145e-08,1.7042917130000002e-08,1.353767029e-08,1.075335382e-08,8.541692519999999e-09,6.78490758e-09,5.389443639e-09,4.280987232e-09,3.4005090429999998e-09,2.701120336e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,46.0,3.712605042e-07,2.9490270239999996e-07,2.342495428e-07,1.860710258e-07,1.478014692e-07,1.1740288050000001e-07,9.32564223e-08,7.40762098e-08,5.8840824899999996e-08,4.67389287e-08,3.7126050420000004e-08,2.9490270239999994e-08,2.3424954279999994e-08,1.8607102580000002e-08,1.478014692e-08,1.174028805e-08,9.325642230000002e-09,7.407620979999999e-09,5.884082490000001e-09,4.6738928700000005e-09,3.712605042e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,46.2,2.485729356e-07,1.9744850210000002e-07,1.568389203e-07,1.245815828e-07,9.895866870000001e-08,7.860566450000001e-08,6.243869879e-08,4.959682149000001e-08,3.939615566e-08,3.1293478710000005e-08,2.4857293559999997e-08,1.9744850210000002e-08,1.5683892029999997e-08,1.245815828e-08,9.89586687e-09,7.860566449999998e-09,6.2438698790000004e-09,4.959682149e-09,3.939615566e-09,3.129347871e-09,2.4857293559999997e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,46.4,6.95650296e-08,5.525746747e-08,4.389256664e-08,3.486510484e-08,2.769433714e-08,2.1998394070000003e-08,1.747394552e-08,1.388004832e-08,1.102531421e-08,8.757718390000001e-09,6.956502960000001e-09,5.525746747e-09,4.389256664e-09,3.486510484e-09,2.7694337140000004e-09,2.1998394069999997e-09,1.747394552e-09,1.388004832e-09,1.102531421e-09,8.757718389999999e-10,6.956502959999999e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,46.6,4.252937e-09,3.3782279899999998e-09,2.6834218600000002e-09,2.13151772e-09,1.69312475e-09,1.34489679e-09,1.0682894899999998e-09,8.4857251e-10,6.7404509e-10,5.354130500000001e-10,4.2529370000000003e-10,3.37822799e-10,2.68342186e-10,2.13151772e-10,1.6931247500000002e-10,1.34489679e-10,1.06828949e-10,8.4857251e-11,6.7404509e-11,5.3541305e-11,4.252937e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,44.0,6.7753385e-09,5.38184272e-09,4.2749496199999996e-09,3.3957131799999997e-09,2.69731082e-09,2.1425501599999997e-09,1.7018880900000002e-09,1.3518577500000002e-09,1.0738187960000002e-09,8.52964582e-10,6.775338499999999e-10,5.38184272e-10,4.2749496200000005e-10,3.39571318e-10,2.69731082e-10,2.14255016e-10,1.7018880899999999e-10,1.35185775e-10,1.073818796e-10,8.529645819999998e-11,6.775338499999998e-11,5.38184272e-11,4.27494962e-11,3.39571318e-11,2.69731082e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,44.2,2.743515046e-08,2.17925145e-08,1.731040954e-08,1.375014697e-08,1.0922130130000001e-08,8.67575631e-09,6.891398179999999e-09,5.47403211e-09,4.3481783200000006e-09,3.4538808160000002e-09,2.743515046e-09,2.17925145e-09,1.7310409540000003e-09,1.375014697e-09,1.0922130129999999e-09,8.675756309999999e-10,6.891398179999999e-10,5.47403211e-10,4.34817832e-10,3.453880816e-10,2.7435150460000004e-10,2.17925145e-10,1.7310409539999998e-10,1.375014697e-10,1.092213013e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,44.4,3.618920338e-08,2.874610601e-08,2.28338437e-08,1.813756666e-08,1.4407181369999998e-08,1.144403083e-08,9.09031692e-09,7.22069541e-09,5.7356022100000005e-09,4.55595077e-09,3.6189203379999997e-09,2.8746106010000006e-09,2.28338437e-09,1.813756666e-09,1.4407181370000001e-09,1.144403083e-09,9.090316920000001e-10,7.220695410000001e-10,5.73560221e-10,4.5559507700000003e-10,3.6189203380000003e-10,2.874610601e-10,2.28338437e-10,1.8137566660000002e-10,1.4407181369999997e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
